origin_location;destination_location;vehicle_type;distance_in_km;tripfare
KOTA BANDUNG;KABUPATEN BLORA;Tronton Bak;483;5009600
KOTA BANDUNG;KABUPATEN BLORA;Tronton Bak;483;5009600
KOTA BANDUNG;KABUPATEN BOJONEGORO;Ekonomi;536;1634904
KOTA BANDUNG;KABUPATEN BOJONEGORO;MPV;536;1644904
KOTA BANDUNG;KABUPATEN BOJONEGORO;Van;536;1815560
KOTA BANDUNG;KABUPATEN BOJONEGORO;Double Engkel Pickup;536;2692104
KOTA BANDUNG;KABUPATEN BOJONEGORO;CDD Long;536;3170200
KOTA BANDUNG;KABUPATEN BOJONEGORO;Fuso Box;536;4865000
KOTA BANDUNG;KABUPATEN BOJONEGORO;Small Box;536;1901772
KOTA BANDUNG;KABUPATEN BOJONEGORO;Pickup;536;1834700
KOTA BANDUNG;KABUPATEN BOJONEGORO;Engkel Box;536;2415900
KOTA BANDUNG;KABUPATEN BOJONEGORO;Fuso Bak;536;4865000
KOTA BANDUNG;KABUPATEN BOJONEGORO;Tronton Box;536;5338200
KOTA BANDUNG;KABUPATEN BOJONEGORO;Tronton Wing Box;536;5338200
KOTA BANDUNG;KABUPATEN BOJONEGORO;Engkel Pickup;536;2399400
KOTA BANDUNG;KABUPATEN BOJONEGORO;Double Engkel Box;536;2692104
KOTA BANDUNG;KABUPATEN BOJONEGORO;Tronton Bak;536;5338200
KOTA BANDUNG;KABUPATEN BOJONEGORO;Tronton Bak;536;5338200
KOTA BANDUNG;KABUPATEN BONDOWOSO;Ekonomi;851;2461464
KOTA BANDUNG;KABUPATEN BONDOWOSO;MPV;851;2471464
KOTA BANDUNG;KABUPATEN BONDOWOSO;Van;851;2760560
KOTA BANDUNG;KABUPATEN BONDOWOSO;Double Engkel Pickup;851;3814764
KOTA BANDUNG;KABUPATEN BONDOWOSO;CDD Long;851;4178200
KOTA BANDUNG;KABUPATEN BONDOWOSO;Fuso Box;851;6440000
KOTA BANDUNG;KABUPATEN BONDOWOSO;Small Box;851;2831652
KOTA BANDUNG;KABUPATEN BONDOWOSO;Pickup;851;2748200
KOTA BANDUNG;KABUPATEN BONDOWOSO;Engkel Box;851;3518400
KOTA BANDUNG;KABUPATEN BONDOWOSO;Fuso Bak;851;6440000
KOTA BANDUNG;KABUPATEN BONDOWOSO;Tronton Box;851;7291200
KOTA BANDUNG;KABUPATEN BONDOWOSO;Tronton Wing Box;851;7291200
KOTA BANDUNG;KABUPATEN BONDOWOSO;Engkel Pickup;851;3029400
KOTA BANDUNG;KABUPATEN BONDOWOSO;Double Engkel Box;851;3814764
KOTA BANDUNG;KABUPATEN BONDOWOSO;Tronton Bak;851;7291200
KOTA BANDUNG;KABUPATEN BONDOWOSO;Tronton Bak;851;7291200
KOTA BANDUNG;KABUPATEN BOYOLALI;Ekonomi;442;1388248
KOTA BANDUNG;KABUPATEN BOYOLALI;MPV;442;1398248
KOTA BANDUNG;KABUPATEN BOYOLALI;Van;442;1533560
KOTA BANDUNG;KABUPATEN BOYOLALI;Double Engkel Pickup;442;2357088
KOTA BANDUNG;KABUPATEN BOYOLALI;CDD Long;442;2869400
KOTA BANDUNG;KABUPATEN BOYOLALI;Fuso Box;442;4337000
KOTA BANDUNG;KABUPATEN BOYOLALI;Small Box;442;1624284
KOTA BANDUNG;KABUPATEN BOYOLALI;Pickup;442;1562100
KOTA BANDUNG;KABUPATEN BOYOLALI;Engkel Box;442;2086900
KOTA BANDUNG;KABUPATEN BOYOLALI;Fuso Bak;442;4337000
KOTA BANDUNG;KABUPATEN BOYOLALI;Tronton Box;442;4755400
KOTA BANDUNG;KABUPATEN BOYOLALI;Tronton Wing Box;442;4755400
KOTA BANDUNG;KABUPATEN BOYOLALI;Engkel Pickup;442;2153400
KOTA BANDUNG;KABUPATEN BOYOLALI;Double Engkel Box;442;2357088
KOTA BANDUNG;KABUPATEN BOYOLALI;Tronton Bak;442;4755400
KOTA BANDUNG;KABUPATEN BOYOLALI;Tronton Bak;442;4755400
KOTA BANDUNG;KABUPATEN BREBES;Ekonomi;186;678640
KOTA BANDUNG;KABUPATEN BREBES;MPV;186;688640
KOTA BANDUNG;KABUPATEN BREBES;Van;186;759932
KOTA BANDUNG;KABUPATEN BREBES;Double Engkel Pickup;186;1393400
KOTA BANDUNG;KABUPATEN BREBES;CDD Long;186;1737000
KOTA BANDUNG;KABUPATEN BREBES;Fuso Box;186;2638600
KOTA BANDUNG;KABUPATEN BREBES;Small Box;186;825970
KOTA BANDUNG;KABUPATEN BREBES;Pickup;186;788038
KOTA BANDUNG;KABUPATEN BREBES;Engkel Box;186;1115630
KOTA BANDUNG;KABUPATEN BREBES;Fuso Bak;186;2638600
KOTA BANDUNG;KABUPATEN BREBES;Tronton Box;186;3005800
KOTA BANDUNG;KABUPATEN BREBES;Tronton Wing Box;186;3005800
KOTA BANDUNG;KABUPATEN BREBES;Engkel Pickup;186;1213400
KOTA BANDUNG;KABUPATEN BREBES;Double Engkel Box;186;1393400
KOTA BANDUNG;KABUPATEN BREBES;Tronton Bak;186;3005800
KOTA BANDUNG;KABUPATEN BREBES;Tronton Bak;186;3005800
KOTA BANDUNG;KABUPATEN CIAMIS;Ekonomi;119;461560
KOTA BANDUNG;KABUPATEN CIAMIS;MPV;119;471560
KOTA BANDUNG;KABUPATEN CIAMIS;Van;119;531998
KOTA BANDUNG;KABUPATEN CIAMIS;Double Engkel Pickup;119;1098600
KOTA BANDUNG;KABUPATEN CIAMIS;CDD Long;119;1435500
KOTA BANDUNG;KABUPATEN CIAMIS;Fuso Box;119;2129400
KOTA BANDUNG;KABUPATEN CIAMIS;Small Box;119;581755
KOTA BANDUNG;KABUPATEN CIAMIS;Pickup;119;554677
KOTA BANDUNG;KABUPATEN CIAMIS;Engkel Box;119;817145
KOTA BANDUNG;KABUPATEN CIAMIS;Fuso Bak;119;2129400
KOTA BANDUNG;KABUPATEN CIAMIS;Tronton Box;119;2483200
KOTA BANDUNG;KABUPATEN CIAMIS;Tronton Wing Box;119;2483200
KOTA BANDUNG;KABUPATEN CIAMIS;Engkel Pickup;119;918600
KOTA BANDUNG;KABUPATEN CIAMIS;Double Engkel Box;119;1098600
KOTA BANDUNG;KABUPATEN CIAMIS;Tronton Bak;119;2483200
KOTA BANDUNG;KABUPATEN CIAMIS;Tronton Bak;119;2483200
KOTA BANDUNG;KABUPATEN CIANJUR;Ekonomi;101;403240
KOTA BANDUNG;KABUPATEN CIANJUR;MPV;101;413240
KOTA BANDUNG;KABUPATEN CIANJUR;Van;101;470762
KOTA BANDUNG;KABUPATEN CIANJUR;Double Engkel Pickup;101;1019400
KOTA BANDUNG;KABUPATEN CIANJUR;CDD Long;101;1354500
KOTA BANDUNG;KABUPATEN CIANJUR;Fuso Box;101;1992600
KOTA BANDUNG;KABUPATEN CIANJUR;Small Box;101;516145
KOTA BANDUNG;KABUPATEN CIANJUR;Pickup;101;491983
KOTA BANDUNG;KABUPATEN CIANJUR;Engkel Box;101;736955
KOTA BANDUNG;KABUPATEN CIANJUR;Fuso Bak;101;1992600
KOTA BANDUNG;KABUPATEN CIANJUR;Tronton Box;101;2342800
KOTA BANDUNG;KABUPATEN CIANJUR;Tronton Wing Box;101;2342800
KOTA BANDUNG;KABUPATEN CIANJUR;Engkel Pickup;101;839400
KOTA BANDUNG;KABUPATEN CIANJUR;Double Engkel Box;101;1019400
KOTA BANDUNG;KABUPATEN CIANJUR;Tronton Bak;101;2342800
KOTA BANDUNG;KABUPATEN CIANJUR;Tronton Bak;101;2342800
KOTA BANDUNG;KABUPATEN DEMAK;Ekonomi;394;1890000
KOTA BANDUNG;KABUPATEN DEMAK;MPV;394;1915000
KOTA BANDUNG;KABUPATEN DEMAK;Van;394;2100000
KOTA BANDUNG;KABUPATEN DEMAK;Double Engkel Pickup;394;2700000
KOTA BANDUNG;KABUPATEN DEMAK;CDD Long;394;3500000
KOTA BANDUNG;KABUPATEN DEMAK;Fuso Box;394;3950000
KOTA BANDUNG;KABUPATEN DEMAK;Small Box;394;2200000
KOTA BANDUNG;KABUPATEN DEMAK;Pickup;394;2100000
KOTA BANDUNG;KABUPATEN DEMAK;Engkel Box;394;2175000
KOTA BANDUNG;KABUPATEN DEMAK;Fuso Bak;394;3950000
KOTA BANDUNG;KABUPATEN DEMAK;Tronton Box;394;5040000
KOTA BANDUNG;KABUPATEN DEMAK;Tronton Wing Box;394;5040000
KOTA BANDUNG;KABUPATEN DEMAK;Engkel Pickup;394;2175000
KOTA BANDUNG;KABUPATEN DEMAK;Double Engkel Box;394;2700000
KOTA BANDUNG;KABUPATEN DEMAK;Tronton Bak;394;5040000
KOTA BANDUNG;KABUPATEN DEMAK;Tronton Bak;394;5040000
KOTA BANDUNG;KABUPATEN GARUT;Ekonomi;120;464800
KOTA BANDUNG;KABUPATEN GARUT;MPV;120;474800
KOTA BANDUNG;KABUPATEN GARUT;Van;120;535400
KOTA BANDUNG;KABUPATEN GARUT;Double Engkel Pickup;120;1103000
KOTA BANDUNG;KABUPATEN GARUT;CDD Long;120;1440000
KOTA BANDUNG;KABUPATEN GARUT;Fuso Box;120;2137000
KOTA BANDUNG;KABUPATEN GARUT;Small Box;120;585400
KOTA BANDUNG;KABUPATEN GARUT;Pickup;120;558160
KOTA BANDUNG;KABUPATEN GARUT;Engkel Box;120;821600
KOTA BANDUNG;KABUPATEN GARUT;Fuso Bak;120;2137000
KOTA BANDUNG;KABUPATEN GARUT;Tronton Box;120;2491000
KOTA BANDUNG;KABUPATEN GARUT;Tronton Wing Box;120;2491000
KOTA BANDUNG;KABUPATEN GARUT;Engkel Pickup;120;923000
KOTA BANDUNG;KABUPATEN GARUT;Double Engkel Box;120;1103000
KOTA BANDUNG;KABUPATEN GARUT;Tronton Bak;120;2491000
KOTA BANDUNG;KABUPATEN GARUT;Tronton Bak;120;2491000
KOTA BANDUNG;KABUPATEN GRESIK;Ekonomi;650;1900000
KOTA BANDUNG;KABUPATEN GRESIK;MPV;650;1925000
KOTA BANDUNG;KABUPATEN GRESIK;Van;650;2000000
KOTA BANDUNG;KABUPATEN GRESIK;Double Engkel Pickup;650;3280000
KOTA BANDUNG;KABUPATEN GRESIK;CDD Long;650;3900000
KOTA BANDUNG;KABUPATEN GRESIK;Fuso Box;650;5680000
KOTA BANDUNG;KABUPATEN GRESIK;Small Box;650;2650000
KOTA BANDUNG;KABUPATEN GRESIK;Pickup;650;2000000
KOTA BANDUNG;KABUPATEN GRESIK;Engkel Box;650;2500000
KOTA BANDUNG;KABUPATEN GRESIK;Fuso Bak;650;5680000
KOTA BANDUNG;KABUPATEN GRESIK;Tronton Box;650;6850000
KOTA BANDUNG;KABUPATEN GRESIK;Tronton Wing Box;650;6850000
KOTA BANDUNG;KABUPATEN GRESIK;Engkel Pickup;650;2500000
KOTA BANDUNG;KABUPATEN GRESIK;Double Engkel Box;650;3280000
KOTA BANDUNG;KABUPATEN GRESIK;Tronton Bak;650;6850000
KOTA BANDUNG;KABUPATEN GRESIK;Tronton Bak;650;6850000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Ekonomi;435;1980000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;MPV;435;2005000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Van;435;2200000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Double Engkel Pickup;435;3000000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;CDD Long;435;3700000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Fuso Box;435;4450000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Small Box;435;2300000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Pickup;435;2200000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Engkel Box;435;2300000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Fuso Bak;435;4450000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Tronton Box;435;5500000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Tronton Wing Box;435;5500000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Engkel Pickup;435;2300000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Double Engkel Box;435;3000000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Tronton Bak;435;5500000
KOTA BANDUNG;KABUPATEN GUNUNG KIDUL;Tronton Bak;435;5500000
KOTA BANDUNG;KABUPATEN INDRAMAYU;Ekonomi;139;526360
KOTA BANDUNG;KABUPATEN INDRAMAYU;MPV;139;536360
KOTA BANDUNG;KABUPATEN INDRAMAYU;Van;139;600038
KOTA BANDUNG;KABUPATEN INDRAMAYU;Double Engkel Pickup;139;1186600
KOTA BANDUNG;KABUPATEN INDRAMAYU;CDD Long;139;1525500
KOTA BANDUNG;KABUPATEN INDRAMAYU;Fuso Box;139;2281400
KOTA BANDUNG;KABUPATEN INDRAMAYU;Small Box;139;654655
KOTA BANDUNG;KABUPATEN INDRAMAYU;Pickup;139;624337
KOTA BANDUNG;KABUPATEN INDRAMAYU;Engkel Box;139;906245
KOTA BANDUNG;KABUPATEN INDRAMAYU;Fuso Bak;139;2281400
KOTA BANDUNG;KABUPATEN INDRAMAYU;Tronton Box;139;2639200
KOTA BANDUNG;KABUPATEN INDRAMAYU;Tronton Wing Box;139;2639200
KOTA BANDUNG;KABUPATEN INDRAMAYU;Engkel Pickup;139;1006600
KOTA BANDUNG;KABUPATEN INDRAMAYU;Double Engkel Box;139;1186600
KOTA BANDUNG;KABUPATEN INDRAMAYU;Tronton Bak;139;2639200
KOTA BANDUNG;KABUPATEN INDRAMAYU;Tronton Bak;139;2639200
KOTA BANDUNG;KABUPATEN JEMBER;Ekonomi;838;2427352
KOTA BANDUNG;KABUPATEN JEMBER;MPV;838;2437352
KOTA BANDUNG;KABUPATEN JEMBER;Van;838;2721560
KOTA BANDUNG;KABUPATEN JEMBER;Double Engkel Pickup;838;3768432
KOTA BANDUNG;KABUPATEN JEMBER;CDD Long;838;4136600
KOTA BANDUNG;KABUPATEN JEMBER;Fuso Box;838;6375000
KOTA BANDUNG;KABUPATEN JEMBER;Small Box;838;2793276
KOTA BANDUNG;KABUPATEN JEMBER;Pickup;838;2710500
KOTA BANDUNG;KABUPATEN JEMBER;Engkel Box;838;3472900
KOTA BANDUNG;KABUPATEN JEMBER;Fuso Bak;838;6375000
KOTA BANDUNG;KABUPATEN JEMBER;Tronton Box;838;7210600
KOTA BANDUNG;KABUPATEN JEMBER;Tronton Wing Box;838;7210600
KOTA BANDUNG;KABUPATEN JEMBER;Engkel Pickup;838;3003400
KOTA BANDUNG;KABUPATEN JEMBER;Double Engkel Box;838;3768432
KOTA BANDUNG;KABUPATEN JEMBER;Tronton Bak;838;7210600
KOTA BANDUNG;KABUPATEN JEMBER;Tronton Bak;838;7210600
KOTA BANDUNG;KABUPATEN JEPARA;Ekonomi;437;1375128
KOTA BANDUNG;KABUPATEN JEPARA;MPV;437;1385128
KOTA BANDUNG;KABUPATEN JEPARA;Van;437;1518560
KOTA BANDUNG;KABUPATEN JEPARA;Double Engkel Pickup;437;2339268
KOTA BANDUNG;KABUPATEN JEPARA;CDD Long;437;2853400
KOTA BANDUNG;KABUPATEN JEPARA;Fuso Box;437;4307000
KOTA BANDUNG;KABUPATEN JEPARA;Small Box;437;1609524
KOTA BANDUNG;KABUPATEN JEPARA;Pickup;437;1547600
KOTA BANDUNG;KABUPATEN JEPARA;Engkel Box;437;2069400
KOTA BANDUNG;KABUPATEN JEPARA;Fuso Bak;437;4307000
KOTA BANDUNG;KABUPATEN JEPARA;Tronton Box;437;4724400
KOTA BANDUNG;KABUPATEN JEPARA;Tronton Wing Box;437;4724400
KOTA BANDUNG;KABUPATEN JEPARA;Engkel Pickup;437;2138400
KOTA BANDUNG;KABUPATEN JEPARA;Double Engkel Box;437;2339268
KOTA BANDUNG;KABUPATEN JEPARA;Tronton Bak;437;4724400
KOTA BANDUNG;KABUPATEN JEPARA;Tronton Bak;437;4724400
KOTA BANDUNG;KABUPATEN KARANGANYAR;Ekonomi;475;1474840
KOTA BANDUNG;KABUPATEN KARANGANYAR;MPV;475;1484840
KOTA BANDUNG;KABUPATEN KARANGANYAR;Van;475;1635560
KOTA BANDUNG;KABUPATEN KARANGANYAR;Double Engkel Pickup;475;2478264
KOTA BANDUNG;KABUPATEN KARANGANYAR;CDD Long;475;2978200
KOTA BANDUNG;KABUPATEN KARANGANYAR;Fuso Box;475;4535000
KOTA BANDUNG;KABUPATEN KARANGANYAR;Small Box;475;1724652
KOTA BANDUNG;KABUPATEN KARANGANYAR;Pickup;475;1660700
KOTA BANDUNG;KABUPATEN KARANGANYAR;Engkel Box;475;2205900
KOTA BANDUNG;KABUPATEN KARANGANYAR;Fuso Bak;475;4541000
KOTA BANDUNG;KABUPATEN KARANGANYAR;Tronton Box;475;4966200
KOTA BANDUNG;KABUPATEN KARANGANYAR;Tronton Wing Box;475;4966200
KOTA BANDUNG;KABUPATEN KARANGANYAR;Engkel Pickup;475;2255400
KOTA BANDUNG;KABUPATEN KARANGANYAR;Double Engkel Box;475;2474700
KOTA BANDUNG;KABUPATEN KARANGANYAR;Tronton Bak;475;4966200
KOTA BANDUNG;KABUPATEN KARANGANYAR;Tronton Bak;475;4966200
KOTA BANDUNG;KABUPATEN KEBUMEN;Ekonomi;298;1009768
KOTA BANDUNG;KABUPATEN KEBUMEN;MPV;298;1019768
KOTA BANDUNG;KABUPATEN KEBUMEN;Van;298;1101560
KOTA BANDUNG;KABUPATEN KEBUMEN;Double Engkel Pickup;298;1843080
KOTA BANDUNG;KABUPATEN KEBUMEN;CDD Long;298;2294900
KOTA BANDUNG;KABUPATEN KEBUMEN;Fuso Box;298;3411400
KOTA BANDUNG;KABUPATEN KEBUMEN;Small Box;298;1198538
KOTA BANDUNG;KABUPATEN KEBUMEN;Pickup;298;1144030
KOTA BANDUNG;KABUPATEN KEBUMEN;Engkel Box;298;1570980
KOTA BANDUNG;KABUPATEN KEBUMEN;Fuso Bak;298;3411400
KOTA BANDUNG;KABUPATEN KEBUMEN;Tronton Box;298;3801000
KOTA BANDUNG;KABUPATEN KEBUMEN;Tronton Wing Box;298;3801000
KOTA BANDUNG;KABUPATEN KEBUMEN;Engkel Pickup;298;1663080
KOTA BANDUNG;KABUPATEN KEBUMEN;Double Engkel Box;298;1843080
KOTA BANDUNG;KABUPATEN KEBUMEN;Tronton Bak;298;3801000
KOTA BANDUNG;KABUPATEN KEBUMEN;Tronton Bak;298;3801000
KOTA BANDUNG;KABUPATEN KEDIRI;Ekonomi;631;1884184
KOTA BANDUNG;KABUPATEN KEDIRI;MPV;631;1894184
KOTA BANDUNG;KABUPATEN KEDIRI;Van;631;2100560
KOTA BANDUNG;KABUPATEN KEDIRI;Double Engkel Pickup;631;3030684
KOTA BANDUNG;KABUPATEN KEDIRI;CDD Long;631;3474200
KOTA BANDUNG;KABUPATEN KEDIRI;Fuso Box;631;5340000
KOTA BANDUNG;KABUPATEN KEDIRI;Small Box;631;2182212
KOTA BANDUNG;KABUPATEN KEDIRI;Pickup;631;2110200
KOTA BANDUNG;KABUPATEN KEDIRI;Engkel Box;631;2748400
KOTA BANDUNG;KABUPATEN KEDIRI;Fuso Bak;631;5340000
KOTA BANDUNG;KABUPATEN KEDIRI;Tronton Box;631;5927200
KOTA BANDUNG;KABUPATEN KEDIRI;Tronton Wing Box;631;5927200
KOTA BANDUNG;KABUPATEN KEDIRI;Engkel Pickup;631;2589400
KOTA BANDUNG;KABUPATEN KEDIRI;Double Engkel Box;631;3030684
KOTA BANDUNG;KABUPATEN KEDIRI;Tronton Bak;631;5927200
KOTA BANDUNG;KABUPATEN KEDIRI;Tronton Bak;631;5927200
KOTA BANDUNG;KABUPATEN KUDUS;Ekonomi;427;1348888
KOTA BANDUNG;KABUPATEN KUDUS;MPV;427;1358888
KOTA BANDUNG;KABUPATEN KUDUS;Van;427;1488560
KOTA BANDUNG;KABUPATEN KUDUS;Double Engkel Pickup;427;2303628
KOTA BANDUNG;KABUPATEN KUDUS;CDD Long;427;2821400
KOTA BANDUNG;KABUPATEN KUDUS;Fuso Box;427;4247000
KOTA BANDUNG;KABUPATEN KUDUS;Small Box;427;1580004
KOTA BANDUNG;KABUPATEN KUDUS;Pickup;427;1518600
KOTA BANDUNG;KABUPATEN KUDUS;Engkel Box;427;2034400
KOTA BANDUNG;KABUPATEN KUDUS;Fuso Bak;427;4247000
KOTA BANDUNG;KABUPATEN KUDUS;Tronton Box;427;4662400
KOTA BANDUNG;KABUPATEN KUDUS;Tronton Wing Box;427;4662400
KOTA BANDUNG;KABUPATEN KUDUS;Engkel Pickup;427;2108400
KOTA BANDUNG;KABUPATEN KUDUS;Double Engkel Box;427;2303628
KOTA BANDUNG;KABUPATEN KUDUS;Tronton Bak;427;4662400
KOTA BANDUNG;KABUPATEN KUDUS;Tronton Bak;427;4662400
KOTA BANDUNG;KABUPATEN KULON PROGO;Ekonomi;375;1980000
KOTA BANDUNG;KABUPATEN KULON PROGO;MPV;375;2005000
KOTA BANDUNG;KABUPATEN KULON PROGO;Van;375;2200000
KOTA BANDUNG;KABUPATEN KULON PROGO;Double Engkel Pickup;375;3000000
KOTA BANDUNG;KABUPATEN KULON PROGO;CDD Long;375;3700000
KOTA BANDUNG;KABUPATEN KULON PROGO;Fuso Box;375;4450000
KOTA BANDUNG;KABUPATEN KULON PROGO;Small Box;375;2300000
KOTA BANDUNG;KABUPATEN KULON PROGO;Pickup;375;2200000
KOTA BANDUNG;KABUPATEN KULON PROGO;Engkel Box;375;2300000
KOTA BANDUNG;KABUPATEN KULON PROGO;Fuso Bak;375;4450000
KOTA BANDUNG;KABUPATEN KULON PROGO;Tronton Box;375;5500000
KOTA BANDUNG;KABUPATEN KULON PROGO;Tronton Wing Box;375;5500000
KOTA BANDUNG;KABUPATEN KULON PROGO;Engkel Pickup;375;2300000
KOTA BANDUNG;KABUPATEN KULON PROGO;Double Engkel Box;375;3000000
KOTA BANDUNG;KABUPATEN KULON PROGO;Tronton Bak;375;5500000
KOTA BANDUNG;KABUPATEN KULON PROGO;Tronton Bak;375;5500000
KOTA BANDUNG;KABUPATEN KUNINGAN;Ekonomi;149;558760
KOTA BANDUNG;KABUPATEN KUNINGAN;MPV;149;568760
KOTA BANDUNG;KABUPATEN KUNINGAN;Van;149;634058
KOTA BANDUNG;KABUPATEN KUNINGAN;Double Engkel Pickup;149;1230600
KOTA BANDUNG;KABUPATEN KUNINGAN;CDD Long;149;1570500
KOTA BANDUNG;KABUPATEN KUNINGAN;Fuso Box;149;2357400
KOTA BANDUNG;KABUPATEN KUNINGAN;Small Box;149;691105
KOTA BANDUNG;KABUPATEN KUNINGAN;Pickup;149;659167
KOTA BANDUNG;KABUPATEN KUNINGAN;Engkel Box;149;950795
KOTA BANDUNG;KABUPATEN KUNINGAN;Fuso Bak;149;2357400
KOTA BANDUNG;KABUPATEN KUNINGAN;Tronton Box;149;2717200
KOTA BANDUNG;KABUPATEN KUNINGAN;Tronton Wing Box;149;2717200
KOTA BANDUNG;KABUPATEN KUNINGAN;Engkel Pickup;149;1050600
KOTA BANDUNG;KABUPATEN KUNINGAN;Double Engkel Box;149;1230600
KOTA BANDUNG;KABUPATEN KUNINGAN;Tronton Bak;149;2717200
KOTA BANDUNG;KABUPATEN KUNINGAN;Tronton Bak;149;2717200
KOTA BANDUNG;KABUPATEN LAMONGAN;Ekonomi;626;1900000
KOTA BANDUNG;KABUPATEN LAMONGAN;MPV;626;1925000
KOTA BANDUNG;KABUPATEN LAMONGAN;Van;626;2000000
KOTA BANDUNG;KABUPATEN LAMONGAN;Double Engkel Pickup;626;3280000
KOTA BANDUNG;KABUPATEN LAMONGAN;CDD Long;626;3900000
KOTA BANDUNG;KABUPATEN LAMONGAN;Fuso Box;626;5680000
KOTA BANDUNG;KABUPATEN LAMONGAN;Small Box;626;2650000
KOTA BANDUNG;KABUPATEN LAMONGAN;Pickup;626;2000000
KOTA BANDUNG;KABUPATEN LAMONGAN;Engkel Box;626;2500000
KOTA BANDUNG;KABUPATEN LAMONGAN;Fuso Bak;626;5680000
KOTA BANDUNG;KABUPATEN LAMONGAN;Tronton Box;626;6850000
KOTA BANDUNG;KABUPATEN LAMONGAN;Tronton Wing Box;626;6850000
KOTA BANDUNG;KABUPATEN LAMONGAN;Engkel Pickup;626;2500000
KOTA BANDUNG;KABUPATEN LAMONGAN;Double Engkel Box;626;3280000
KOTA BANDUNG;KABUPATEN LAMONGAN;Tronton Bak;626;6850000
KOTA BANDUNG;KABUPATEN LAMONGAN;Tronton Bak;626;6850000
KOTA BANDUNG;KABUPATEN LEBAK;Ekonomi;210;753160
KOTA BANDUNG;KABUPATEN LEBAK;MPV;210;763160
KOTA BANDUNG;KABUPATEN LEBAK;Van;210;837560
KOTA BANDUNG;KABUPATEN LEBAK;Double Engkel Pickup;210;1494600
KOTA BANDUNG;KABUPATEN LEBAK;CDD Long;210;1850500
KOTA BANDUNG;KABUPATEN LEBAK;Fuso Box;210;2813000
KOTA BANDUNG;KABUPATEN LEBAK;Small Box;210;909810
KOTA BANDUNG;KABUPATEN LEBAK;Pickup;210;868150
KOTA BANDUNG;KABUPATEN LEBAK;Engkel Box;210;1218100
KOTA BANDUNG;KABUPATEN LEBAK;Fuso Bak;210;2813000
KOTA BANDUNG;KABUPATEN LEBAK;Tronton Box;210;3185000
KOTA BANDUNG;KABUPATEN LEBAK;Tronton Wing Box;210;3185000
KOTA BANDUNG;KABUPATEN LEBAK;Engkel Pickup;210;1314600
KOTA BANDUNG;KABUPATEN LEBAK;Double Engkel Box;210;1494600
KOTA BANDUNG;KABUPATEN LEBAK;Tronton Bak;210;3185000
KOTA BANDUNG;KABUPATEN LEBAK;Tronton Bak;210;3185000
KOTA BANDUNG;KABUPATEN LUMAJANG;Ekonomi;797;2319768
KOTA BANDUNG;KABUPATEN LUMAJANG;MPV;797;2329768
KOTA BANDUNG;KABUPATEN LUMAJANG;Van;797;2598560
KOTA BANDUNG;KABUPATEN LUMAJANG;Double Engkel Pickup;797;3622308
KOTA BANDUNG;KABUPATEN LUMAJANG;CDD Long;797;4005400
KOTA BANDUNG;KABUPATEN LUMAJANG;Fuso Box;797;6170000
KOTA BANDUNG;KABUPATEN LUMAJANG;Small Box;797;2672244
KOTA BANDUNG;KABUPATEN LUMAJANG;Pickup;797;2591600
KOTA BANDUNG;KABUPATEN LUMAJANG;Engkel Box;797;3329400
KOTA BANDUNG;KABUPATEN LUMAJANG;Fuso Bak;797;6170000
KOTA BANDUNG;KABUPATEN LUMAJANG;Tronton Box;797;6956400
KOTA BANDUNG;KABUPATEN LUMAJANG;Tronton Wing Box;797;6956400
KOTA BANDUNG;KABUPATEN LUMAJANG;Engkel Pickup;797;2921400
KOTA BANDUNG;KABUPATEN LUMAJANG;Double Engkel Box;797;3622308
KOTA BANDUNG;KABUPATEN LUMAJANG;Tronton Bak;797;6956400
KOTA BANDUNG;KABUPATEN LUMAJANG;Tronton Bak;797;6956400
KOTA BANDUNG;KABUPATEN MADIUN;Ekonomi;551;1674264
KOTA BANDUNG;KABUPATEN MADIUN;MPV;551;1684264
KOTA BANDUNG;KABUPATEN MADIUN;Van;551;1860560
KOTA BANDUNG;KABUPATEN MADIUN;Double Engkel Pickup;551;2745564
KOTA BANDUNG;KABUPATEN MADIUN;CDD Long;551;3218200
KOTA BANDUNG;KABUPATEN MADIUN;Fuso Box;551;4940000
KOTA BANDUNG;KABUPATEN MADIUN;Small Box;551;1946052
KOTA BANDUNG;KABUPATEN MADIUN;Pickup;551;1878200
KOTA BANDUNG;KABUPATEN MADIUN;Engkel Box;551;2468400
KOTA BANDUNG;KABUPATEN MADIUN;Fuso Bak;551;4940000
