origin_location;destination_location;vehicle_type;distance_in_km;tripfare
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Double Engkel Pickup;317;1900000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;CDD Long;317;2700000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Small Box;317;1800000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;L300 Box;317;1900000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Pickup;317;1700000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Fuso Box;317;3200000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Fuso Bak;317;3200000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Tronton Box;317;3900000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Engkel Box;317;1900000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Engkel Pickup;317;1900000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Tronton Wing Box;317;3900000
KOTA SURABAYA;KABUPATEN GUNUNG KIDUL;Tronton Bak;317;3900000
KOTA SURABAYA;KABUPATEN INDRAMAYU;Ekonomi;583;1758232
KOTA SURABAYA;KABUPATEN INDRAMAYU;MPV;583;1768232
KOTA SURABAYA;KABUPATEN INDRAMAYU;Van;583;1956560
KOTA SURABAYA;KABUPATEN INDRAMAYU;Double Engkel Box;583;2919612
KOTA SURABAYA;KABUPATEN INDRAMAYU;Double Engkel Pickup;583;2919612
KOTA SURABAYA;KABUPATEN INDRAMAYU;CDD Long;583;3777100
KOTA SURABAYA;KABUPATEN INDRAMAYU;Small Box;583;2040516
KOTA SURABAYA;KABUPATEN INDRAMAYU;L300 Box;583;2100516
KOTA SURABAYA;KABUPATEN INDRAMAYU;Pickup;583;1971000
KOTA SURABAYA;KABUPATEN INDRAMAYU;Fuso Box;583;5240000
KOTA SURABAYA;KABUPATEN INDRAMAYU;Fuso Bak;583;5240000
KOTA SURABAYA;KABUPATEN INDRAMAYU;Tronton Box;583;6074600
KOTA SURABAYA;KABUPATEN INDRAMAYU;Engkel Box;583;2580400
KOTA SURABAYA;KABUPATEN INDRAMAYU;Engkel Pickup;583;2493400
KOTA SURABAYA;KABUPATEN INDRAMAYU;Tronton Wing Box;583;6074600
KOTA SURABAYA;KABUPATEN INDRAMAYU;Tronton Bak;583;6074600
KOTA SURABAYA;KABUPATEN JEMBER;Ekonomi;192;698080
KOTA SURABAYA;KABUPATEN JEMBER;MPV;192;708080
KOTA SURABAYA;KABUPATEN JEMBER;Van;192;780344
KOTA SURABAYA;KABUPATEN JEMBER;Double Engkel Box;192;1479800
KOTA SURABAYA;KABUPATEN JEMBER;Double Engkel Pickup;192;1479800
KOTA SURABAYA;KABUPATEN JEMBER;CDD Long;192;2066500
KOTA SURABAYA;KABUPATEN JEMBER;Small Box;192;847840
KOTA SURABAYA;KABUPATEN JEMBER;L300 Box;192;907840
KOTA SURABAYA;KABUPATEN JEMBER;Pickup;192;808936
KOTA SURABAYA;KABUPATEN JEMBER;Fuso Box;192;2824200
KOTA SURABAYA;KABUPATEN JEMBER;Fuso Bak;192;2824200
KOTA SURABAYA;KABUPATEN JEMBER;Tronton Box;192;3497600
KOTA SURABAYA;KABUPATEN JEMBER;Engkel Box;192;1142360
KOTA SURABAYA;KABUPATEN JEMBER;Engkel Pickup;192;1239800
KOTA SURABAYA;KABUPATEN JEMBER;Tronton Wing Box;192;3497600
KOTA SURABAYA;KABUPATEN JEMBER;Tronton Bak;192;3497600
KOTA SURABAYA;KABUPATEN JEPARA;Ekonomi;297;1006852
KOTA SURABAYA;KABUPATEN JEPARA;MPV;297;1016852
KOTA SURABAYA;KABUPATEN JEPARA;Van;297;1098560
KOTA SURABAYA;KABUPATEN JEPARA;Double Engkel Box;297;1899120
KOTA SURABAYA;KABUPATEN JEPARA;Double Engkel Pickup;297;1899120
KOTA SURABAYA;KABUPATEN JEPARA;CDD Long;297;2643143
KOTA SURABAYA;KABUPATEN JEPARA;Small Box;297;1195257
KOTA SURABAYA;KABUPATEN JEPARA;L300 Box;297;1255257
KOTA SURABAYA;KABUPATEN JEPARA;Pickup;297;1140895
KOTA SURABAYA;KABUPATEN JEPARA;Fuso Box;297;3544600
KOTA SURABAYA;KABUPATEN JEPARA;Fuso Bak;297;3544600
KOTA SURABAYA;KABUPATEN JEPARA;Tronton Box;297;4239000
KOTA SURABAYA;KABUPATEN JEPARA;Engkel Box;297;1566970
KOTA SURABAYA;KABUPATEN JEPARA;Engkel Pickup;297;1659120
KOTA SURABAYA;KABUPATEN JEPARA;Tronton Wing Box;297;4239000
KOTA SURABAYA;KABUPATEN JEPARA;Tronton Bak;297;4239000
KOTA SURABAYA;KABUPATEN KARANGANYAR;Ekonomi;236;828976
KOTA SURABAYA;KABUPATEN KARANGANYAR;MPV;236;838976
KOTA SURABAYA;KABUPATEN KARANGANYAR;Van;236;915560
KOTA SURABAYA;KABUPATEN KARANGANYAR;Double Engkel Box;236;1657560
KOTA SURABAYA;KABUPATEN KARANGANYAR;Double Engkel Pickup;236;1657560
KOTA SURABAYA;KABUPATEN KARANGANYAR;CDD Long;236;2312584
KOTA SURABAYA;KABUPATEN KARANGANYAR;Small Box;236;995116
KOTA SURABAYA;KABUPATEN KARANGANYAR;L300 Box;236;1055116
KOTA SURABAYA;KABUPATEN KARANGANYAR;Pickup;236;949660
KOTA SURABAYA;KABUPATEN KARANGANYAR;Fuso Box;236;3129800
KOTA SURABAYA;KABUPATEN KARANGANYAR;Fuso Bak;236;3129800
KOTA SURABAYA;KABUPATEN KARANGANYAR;Tronton Box;236;3812000
KOTA SURABAYA;KABUPATEN KARANGANYAR;Engkel Box;236;1322360
KOTA SURABAYA;KABUPATEN KARANGANYAR;Engkel Pickup;236;1417560
KOTA SURABAYA;KABUPATEN KARANGANYAR;Tronton Wing Box;236;3812000
KOTA SURABAYA;KABUPATEN KARANGANYAR;Tronton Bak;236;3812000
KOTA SURABAYA;KABUPATEN KEBUMEN;Ekonomi;427;1348888
KOTA SURABAYA;KABUPATEN KEBUMEN;MPV;427;1358888
KOTA SURABAYA;KABUPATEN KEBUMEN;Van;427;1488560
KOTA SURABAYA;KABUPATEN KEBUMEN;Double Engkel Box;427;2363628
KOTA SURABAYA;KABUPATEN KEBUMEN;Double Engkel Pickup;427;2363628
KOTA SURABAYA;KABUPATEN KEBUMEN;CDD Long;427;3225705
KOTA SURABAYA;KABUPATEN KEBUMEN;Small Box;427;1580004
KOTA SURABAYA;KABUPATEN KEBUMEN;L300 Box;427;1640004
KOTA SURABAYA;KABUPATEN KEBUMEN;Pickup;427;1518600
KOTA SURABAYA;KABUPATEN KEBUMEN;Fuso Box;427;4387000
KOTA SURABAYA;KABUPATEN KEBUMEN;Fuso Bak;427;4387000
KOTA SURABAYA;KABUPATEN KEBUMEN;Tronton Box;427;5107400
KOTA SURABAYA;KABUPATEN KEBUMEN;Engkel Box;427;2034400
KOTA SURABAYA;KABUPATEN KEBUMEN;Engkel Pickup;427;2108400
KOTA SURABAYA;KABUPATEN KEBUMEN;Tronton Wing Box;427;5107400
KOTA SURABAYA;KABUPATEN KEBUMEN;Tronton Bak;427;5107400
KOTA SURABAYA;KABUPATEN KEDIRI;Ekonomi;109;429160
KOTA SURABAYA;KABUPATEN KEDIRI;MPV;109;439160
KOTA SURABAYA;KABUPATEN KEDIRI;Van;109;497978
KOTA SURABAYA;KABUPATEN KEDIRI;Double Engkel Box;109;1114600
KOTA SURABAYA;KABUPATEN KEDIRI;Double Engkel Pickup;109;1114600
KOTA SURABAYA;KABUPATEN KEDIRI;CDD Long;109;1537375
KOTA SURABAYA;KABUPATEN KEDIRI;Small Box;109;545305
KOTA SURABAYA;KABUPATEN KEDIRI;L300 Box;109;605305
KOTA SURABAYA;KABUPATEN KEDIRI;Pickup;109;519847
KOTA SURABAYA;KABUPATEN KEDIRI;Fuso Box;109;2193400
KOTA SURABAYA;KABUPATEN KEDIRI;Fuso Bak;109;2193400
KOTA SURABAYA;KABUPATEN KEDIRI;Tronton Box;109;2850200
KOTA SURABAYA;KABUPATEN KEDIRI;Engkel Box;109;772595
KOTA SURABAYA;KABUPATEN KEDIRI;Engkel Pickup;109;874600
KOTA SURABAYA;KABUPATEN KEDIRI;Tronton Wing Box;109;2850200
KOTA SURABAYA;KABUPATEN KEDIRI;Tronton Bak;109;2850200
KOTA SURABAYA;KABUPATEN KUDUS;Ekonomi;259;896044
KOTA SURABAYA;KABUPATEN KUDUS;MPV;259;906044
KOTA SURABAYA;KABUPATEN KUDUS;Van;259;984560
KOTA SURABAYA;KABUPATEN KUDUS;Double Engkel Box;259;1748640
KOTA SURABAYA;KABUPATEN KUDUS;Double Engkel Pickup;259;1748640
KOTA SURABAYA;KABUPATEN KUDUS;CDD Long;259;2437221
KOTA SURABAYA;KABUPATEN KUDUS;Small Box;259;1070579
KOTA SURABAYA;KABUPATEN KUDUS;L300 Box;259;1130579
KOTA SURABAYA;KABUPATEN KUDUS;Pickup;259;1021765
KOTA SURABAYA;KABUPATEN KUDUS;Fuso Box;259;3286200
KOTA SURABAYA;KABUPATEN KUDUS;Fuso Bak;259;3286200
KOTA SURABAYA;KABUPATEN KUDUS;Tronton Box;259;3973000
KOTA SURABAYA;KABUPATEN KUDUS;Engkel Box;259;1414590
KOTA SURABAYA;KABUPATEN KUDUS;Engkel Pickup;259;1508640
KOTA SURABAYA;KABUPATEN KUDUS;Tronton Wing Box;259;3973000
KOTA SURABAYA;KABUPATEN KUDUS;Tronton Bak;259;3973000
KOTA SURABAYA;KABUPATEN KULON PROGO;Ekonomi;361;1500000
KOTA SURABAYA;KABUPATEN KULON PROGO;MPV;361;1550000
KOTA SURABAYA;KABUPATEN KULON PROGO;Van;361;1700000
KOTA SURABAYA;KABUPATEN KULON PROGO;Double Engkel Box;361;1900000
KOTA SURABAYA;KABUPATEN KULON PROGO;Double Engkel Pickup;361;1900000
KOTA SURABAYA;KABUPATEN KULON PROGO;CDD Long;361;2700000
KOTA SURABAYA;KABUPATEN KULON PROGO;Small Box;361;1800000
KOTA SURABAYA;KABUPATEN KULON PROGO;L300 Box;361;1900000
KOTA SURABAYA;KABUPATEN KULON PROGO;Pickup;361;1700000
KOTA SURABAYA;KABUPATEN KULON PROGO;Fuso Box;361;3200000
KOTA SURABAYA;KABUPATEN KULON PROGO;Fuso Bak;361;3200000
KOTA SURABAYA;KABUPATEN KULON PROGO;Tronton Box;361;3900000
KOTA SURABAYA;KABUPATEN KULON PROGO;Engkel Box;361;1900000
KOTA SURABAYA;KABUPATEN KULON PROGO;Engkel Pickup;361;1900000
KOTA SURABAYA;KABUPATEN KULON PROGO;Tronton Wing Box;361;3900000
KOTA SURABAYA;KABUPATEN KULON PROGO;Tronton Bak;361;3900000
KOTA SURABAYA;KABUPATEN KUNINGAN;Ekonomi;557;1690008
KOTA SURABAYA;KABUPATEN KUNINGAN;MPV;557;1700008
KOTA SURABAYA;KABUPATEN KUNINGAN;Van;557;1878560
KOTA SURABAYA;KABUPATEN KUNINGAN;Double Engkel Box;557;2826948
KOTA SURABAYA;KABUPATEN KUNINGAN;Double Engkel Pickup;557;2826948
KOTA SURABAYA;KABUPATEN KUNINGAN;CDD Long;557;3693900
KOTA SURABAYA;KABUPATEN KUNINGAN;Small Box;557;1963764
KOTA SURABAYA;KABUPATEN KUNINGAN;L300 Box;557;2023764
KOTA SURABAYA;KABUPATEN KUNINGAN;Pickup;557;1895600
KOTA SURABAYA;KABUPATEN KUNINGAN;Fuso Box;557;5110000
KOTA SURABAYA;KABUPATEN KUNINGAN;Fuso Bak;557;5110000
KOTA SURABAYA;KABUPATEN KUNINGAN;Tronton Box;557;5913400
KOTA SURABAYA;KABUPATEN KUNINGAN;Engkel Box;557;2489400
KOTA SURABAYA;KABUPATEN KUNINGAN;Engkel Pickup;557;2441400
KOTA SURABAYA;KABUPATEN KUNINGAN;Tronton Wing Box;557;5801800
KOTA SURABAYA;KABUPATEN KUNINGAN;Tronton Bak;557;5913400
KOTA SURABAYA;KABUPATEN LAMONGAN;Ekonomi;58;248800
KOTA SURABAYA;KABUPATEN LAMONGAN;MPV;58;258800
KOTA SURABAYA;KABUPATEN LAMONGAN;Van;58;305240
KOTA SURABAYA;KABUPATEN LAMONGAN;Double Engkel Box;58;844000
KOTA SURABAYA;KABUPATEN LAMONGAN;Double Engkel Pickup;58;844000
KOTA SURABAYA;KABUPATEN LAMONGAN;CDD Long;58;1165000
KOTA SURABAYA;KABUPATEN LAMONGAN;Small Box;58;342400
KOTA SURABAYA;KABUPATEN LAMONGAN;L300 Box;58;402400
KOTA SURABAYA;KABUPATEN LAMONGAN;Pickup;58;325960
KOTA SURABAYA;KABUPATEN LAMONGAN;Fuso Box;58;1747000
KOTA SURABAYA;KABUPATEN LAMONGAN;Fuso Bak;58;1747000
KOTA SURABAYA;KABUPATEN LAMONGAN;Tronton Box;58;2318000
KOTA SURABAYA;KABUPATEN LAMONGAN;Engkel Box;58;524600
KOTA SURABAYA;KABUPATEN LAMONGAN;Engkel Pickup;58;604000
KOTA SURABAYA;KABUPATEN LAMONGAN;Tronton Wing Box;58;2318000
KOTA SURABAYA;KABUPATEN LAMONGAN;Tronton Bak;58;2318000
KOTA SURABAYA;KABUPATEN LEBAK;Ekonomi;893;2571672
KOTA SURABAYA;KABUPATEN LEBAK;MPV;893;2581672
KOTA SURABAYA;KABUPATEN LEBAK;Van;893;2886560
KOTA SURABAYA;KABUPATEN LEBAK;Double Engkel Box;893;4024452
KOTA SURABAYA;KABUPATEN LEBAK;Double Engkel Pickup;893;4024452
KOTA SURABAYA;KABUPATEN LEBAK;CDD Long;893;4769100
KOTA SURABAYA;KABUPATEN LEBAK;Small Box;893;2955636
KOTA SURABAYA;KABUPATEN LEBAK;L300 Box;893;3015636
KOTA SURABAYA;KABUPATEN LEBAK;Pickup;893;2870000
KOTA SURABAYA;KABUPATEN LEBAK;Fuso Box;893;6790000
KOTA SURABAYA;KABUPATEN LEBAK;Fuso Bak;893;6790000
KOTA SURABAYA;KABUPATEN LEBAK;Tronton Box;893;7996600
KOTA SURABAYA;KABUPATEN LEBAK;Engkel Box;893;3665400
KOTA SURABAYA;KABUPATEN LEBAK;Engkel Pickup;893;3113400
KOTA SURABAYA;KABUPATEN LEBAK;Tronton Wing Box;893;7996600
KOTA SURABAYA;KABUPATEN LEBAK;Tronton Bak;893;7996600
KOTA SURABAYA;KABUPATEN LUMAJANG;Ekonomi;151;565240
KOTA SURABAYA;KABUPATEN LUMAJANG;MPV;151;575240
KOTA SURABAYA;KABUPATEN LUMAJANG;Van;151;640862
KOTA SURABAYA;KABUPATEN LUMAJANG;Double Engkel Box;151;1299400
KOTA SURABAYA;KABUPATEN LUMAJANG;Double Engkel Pickup;151;1299400
KOTA SURABAYA;KABUPATEN LUMAJANG;CDD Long;151;1805125
KOTA SURABAYA;KABUPATEN LUMAJANG;Small Box;151;698395
KOTA SURABAYA;KABUPATEN LUMAJANG;L300 Box;151;758395
KOTA SURABAYA;KABUPATEN LUMAJANG;Pickup;151;666133
KOTA SURABAYA;KABUPATEN LUMAJANG;Fuso Box;151;2512600
KOTA SURABAYA;KABUPATEN LUMAJANG;Fuso Bak;151;2512600
KOTA SURABAYA;KABUPATEN LUMAJANG;Tronton Box;151;3177800
KOTA SURABAYA;KABUPATEN LUMAJANG;Engkel Box;151;959705
KOTA SURABAYA;KABUPATEN LUMAJANG;Engkel Pickup;151;1059400
KOTA SURABAYA;KABUPATEN LUMAJANG;Tronton Wing Box;151;3177800
KOTA SURABAYA;KABUPATEN LUMAJANG;Tronton Bak;151;3177800
KOTA SURABAYA;KABUPATEN MADIUN;Ekonomi;159;591160
KOTA SURABAYA;KABUPATEN MADIUN;MPV;159;601160
KOTA SURABAYA;KABUPATEN MADIUN;Van;159;668078
KOTA SURABAYA;KABUPATEN MADIUN;Double Engkel Box;159;1334600
KOTA SURABAYA;KABUPATEN MADIUN;Double Engkel Pickup;159;1334600
KOTA SURABAYA;KABUPATEN MADIUN;CDD Long;159;1856125
KOTA SURABAYA;KABUPATEN MADIUN;Small Box;159;727555
KOTA SURABAYA;KABUPATEN MADIUN;L300 Box;159;787555
KOTA SURABAYA;KABUPATEN MADIUN;Pickup;159;693997
KOTA SURABAYA;KABUPATEN MADIUN;Fuso Box;159;2573400
KOTA SURABAYA;KABUPATEN MADIUN;Fuso Bak;159;2573400
KOTA SURABAYA;KABUPATEN MADIUN;Tronton Box;159;3240200
KOTA SURABAYA;KABUPATEN MADIUN;Engkel Box;159;995345
KOTA SURABAYA;KABUPATEN MADIUN;Engkel Pickup;159;1094600
KOTA SURABAYA;KABUPATEN MADIUN;Tronton Wing Box;159;3240200
KOTA SURABAYA;KABUPATEN MADIUN;Tronton Bak;159;3240200
KOTA SURABAYA;KABUPATEN MAGETAN;Ekonomi;189;688360
KOTA SURABAYA;KABUPATEN MAGETAN;MPV;189;698360
KOTA SURABAYA;KABUPATEN MAGETAN;Van;189;770138
KOTA SURABAYA;KABUPATEN MAGETAN;Double Engkel Box;189;1466600
KOTA SURABAYA;KABUPATEN MAGETAN;Double Engkel Pickup;189;1466600
KOTA SURABAYA;KABUPATEN MAGETAN;CDD Long;189;2047375
KOTA SURABAYA;KABUPATEN MAGETAN;Small Box;189;836905
KOTA SURABAYA;KABUPATEN MAGETAN;L300 Box;189;896905
KOTA SURABAYA;KABUPATEN MAGETAN;Pickup;189;798487
KOTA SURABAYA;KABUPATEN MAGETAN;Fuso Box;189;2801400
KOTA SURABAYA;KABUPATEN MAGETAN;Fuso Bak;189;2801400
KOTA SURABAYA;KABUPATEN MAGETAN;Tronton Box;189;3474200
KOTA SURABAYA;KABUPATEN MAGETAN;Engkel Box;189;1128995
KOTA SURABAYA;KABUPATEN MAGETAN;Engkel Pickup;189;1226600
KOTA SURABAYA;KABUPATEN MAGETAN;Tronton Wing Box;189;3474200
KOTA SURABAYA;KABUPATEN MAGETAN;Tronton Bak;189;3474200
KOTA SURABAYA;KABUPATEN MALANG;Ekonomi;125;481000
KOTA SURABAYA;KABUPATEN MALANG;MPV;125;491000
KOTA SURABAYA;KABUPATEN MALANG;Van;125;552410
KOTA SURABAYA;KABUPATEN MALANG;Double Engkel Box;125;1185000
KOTA SURABAYA;KABUPATEN MALANG;Double Engkel Pickup;125;1185000
KOTA SURABAYA;KABUPATEN MALANG;CDD Long;125;1639375
KOTA SURABAYA;KABUPATEN MALANG;Small Box;125;603625
KOTA SURABAYA;KABUPATEN MALANG;L300 Box;125;663625
KOTA SURABAYA;KABUPATEN MALANG;Pickup;125;575575
KOTA SURABAYA;KABUPATEN MALANG;Fuso Box;125;2315000
KOTA SURABAYA;KABUPATEN MALANG;Fuso Bak;125;2315000
KOTA SURABAYA;KABUPATEN MALANG;Tronton Box;125;2975000
KOTA SURABAYA;KABUPATEN MALANG;Engkel Box;125;843875
KOTA SURABAYA;KABUPATEN MALANG;Engkel Pickup;125;945000
KOTA SURABAYA;KABUPATEN MALANG;Tronton Wing Box;125;2975000
KOTA SURABAYA;KABUPATEN MALANG;Tronton Bak;125;2975000
KOTA SURABAYA;KABUPATEN MOJOKERTO;Ekonomi;59;252400
KOTA SURABAYA;KABUPATEN MOJOKERTO;MPV;59;262400
KOTA SURABAYA;KABUPATEN MOJOKERTO;Van;59;309020
KOTA SURABAYA;KABUPATEN MOJOKERTO;Double Engkel Box;59;849500
KOTA SURABAYA;KABUPATEN MOJOKERTO;Double Engkel Pickup;59;849500
KOTA SURABAYA;KABUPATEN MOJOKERTO;CDD Long;59;1172500
KOTA SURABAYA;KABUPATEN MOJOKERTO;Small Box;59;346450
KOTA SURABAYA;KABUPATEN MOJOKERTO;L300 Box;59;406450
KOTA SURABAYA;KABUPATEN MOJOKERTO;Pickup;59;329830
KOTA SURABAYA;KABUPATEN MOJOKERTO;Fuso Box;59;1756000
KOTA SURABAYA;KABUPATEN MOJOKERTO;Fuso Bak;59;1756000
KOTA SURABAYA;KABUPATEN MOJOKERTO;Tronton Box;59;2329000
KOTA SURABAYA;KABUPATEN MOJOKERTO;Engkel Box;59;529550
KOTA SURABAYA;KABUPATEN MOJOKERTO;Engkel Pickup;59;609500
KOTA SURABAYA;KABUPATEN MOJOKERTO;Tronton Wing Box;59;2329000
KOTA SURABAYA;KABUPATEN MOJOKERTO;Tronton Bak;59;2329000
KOTA SURABAYA;KABUPATEN NGANJUK;Ekonomi;119;461560
KOTA SURABAYA;KABUPATEN NGANJUK;MPV;119;471560
KOTA SURABAYA;KABUPATEN NGANJUK;Van;119;531998
KOTA SURABAYA;KABUPATEN NGANJUK;Double Engkel Box;119;1158600
KOTA SURABAYA;KABUPATEN NGANJUK;Double Engkel Pickup;119;1158600
KOTA SURABAYA;KABUPATEN NGANJUK;CDD Long;119;1601125
KOTA SURABAYA;KABUPATEN NGANJUK;Small Box;119;581755
KOTA SURABAYA;KABUPATEN NGANJUK;L300 Box;119;641755
KOTA SURABAYA;KABUPATEN NGANJUK;Pickup;119;554677
KOTA SURABAYA;KABUPATEN NGANJUK;Fuso Box;119;2269400
KOTA SURABAYA;KABUPATEN NGANJUK;Fuso Bak;119;2269400
KOTA SURABAYA;KABUPATEN NGANJUK;Tronton Box;119;2928200
KOTA SURABAYA;KABUPATEN NGANJUK;Engkel Box;119;817145
KOTA SURABAYA;KABUPATEN NGANJUK;Engkel Pickup;119;918600
KOTA SURABAYA;KABUPATEN NGANJUK;Tronton Wing Box;119;2928200
KOTA SURABAYA;KABUPATEN NGANJUK;Tronton Bak;119;2928200
KOTA SURABAYA;KABUPATEN NGAWI;Ekonomi;193;701320
KOTA SURABAYA;KABUPATEN NGAWI;MPV;193;711320
KOTA SURABAYA;KABUPATEN NGAWI;Van;193;783746
KOTA SURABAYA;KABUPATEN NGAWI;Double Engkel Box;193;1484200
KOTA SURABAYA;KABUPATEN NGAWI;Double Engkel Pickup;193;1484200
KOTA SURABAYA;KABUPATEN NGAWI;CDD Long;193;2072875
KOTA SURABAYA;KABUPATEN NGAWI;Small Box;193;851485
KOTA SURABAYA;KABUPATEN NGAWI;L300 Box;193;911485
KOTA SURABAYA;KABUPATEN NGAWI;Pickup;193;812419
KOTA SURABAYA;KABUPATEN NGAWI;Fuso Box;193;2831800
KOTA SURABAYA;KABUPATEN NGAWI;Fuso Bak;193;2831800
KOTA SURABAYA;KABUPATEN NGAWI;Tronton Box;193;3505400
KOTA SURABAYA;KABUPATEN NGAWI;Engkel Box;193;1146815
KOTA SURABAYA;KABUPATEN NGAWI;Engkel Pickup;193;1244200
KOTA SURABAYA;KABUPATEN NGAWI;Tronton Wing Box;193;3505400
KOTA SURABAYA;KABUPATEN NGAWI;Tronton Bak;193;3505400
KOTA SURABAYA;KABUPATEN PACITAN;Ekonomi;266;916456
KOTA SURABAYA;KABUPATEN PACITAN;MPV;266;926456
KOTA SURABAYA;KABUPATEN PACITAN;Van;266;1005560
KOTA SURABAYA;KABUPATEN PACITAN;Double Engkel Box;266;1776360
KOTA SURABAYA;KABUPATEN PACITAN;Double Engkel Pickup;266;1776360
KOTA SURABAYA;KABUPATEN PACITAN;CDD Long;266;2475154
KOTA SURABAYA;KABUPATEN PACITAN;Small Box;266;1093546
KOTA SURABAYA;KABUPATEN PACITAN;L300 Box;266;1153546
KOTA SURABAYA;KABUPATEN PACITAN;Pickup;266;1043710
KOTA SURABAYA;KABUPATEN PACITAN;Fuso Box;266;3333800
KOTA SURABAYA;KABUPATEN PACITAN;Fuso Bak;266;3333800
KOTA SURABAYA;KABUPATEN PACITAN;Tronton Box;266;4022000
KOTA SURABAYA;KABUPATEN PACITAN;Engkel Box;266;1442660
KOTA SURABAYA;KABUPATEN PACITAN;Engkel Pickup;266;1536360
KOTA SURABAYA;KABUPATEN PACITAN;Tronton Wing Box;266;4022000
KOTA SURABAYA;KABUPATEN PACITAN;Tronton Bak;266;4022000
KOTA SURABAYA;KABUPATEN PANDEGLANG;Ekonomi;983;2807832
KOTA SURABAYA;KABUPATEN PANDEGLANG;MPV;983;2817832
KOTA SURABAYA;KABUPATEN PANDEGLANG;Van;983;3156560
KOTA SURABAYA;KABUPATEN PANDEGLANG;Double Engkel Box;983;4345212
KOTA SURABAYA;KABUPATEN PANDEGLANG;Double Engkel Pickup;983;4345212
KOTA SURABAYA;KABUPATEN PANDEGLANG;CDD Long;983;5057100
KOTA SURABAYA;KABUPATEN PANDEGLANG;Small Box;983;3221316
KOTA SURABAYA;KABUPATEN PANDEGLANG;L300 Box;983;3281316
KOTA SURABAYA;KABUPATEN PANDEGLANG;Pickup;983;3131000
KOTA SURABAYA;KABUPATEN PANDEGLANG;Fuso Box;983;7240000
KOTA SURABAYA;KABUPATEN PANDEGLANG;Fuso Bak;983;7240000
KOTA SURABAYA;KABUPATEN PANDEGLANG;Tronton Box;983;8554600
KOTA SURABAYA;KABUPATEN PANDEGLANG;Engkel Box;983;3980400
KOTA SURABAYA;KABUPATEN PANDEGLANG;Engkel Pickup;983;3293400
KOTA SURABAYA;KABUPATEN PANDEGLANG;Tronton Wing Box;983;8554600
KOTA SURABAYA;KABUPATEN PANDEGLANG;Tronton Bak;983;8554600
KOTA SURABAYA;KABUPATEN PASURUAN;Ekonomi;79;324400
KOTA SURABAYA;KABUPATEN PASURUAN;MPV;79;334400
KOTA SURABAYA;KABUPATEN PASURUAN;Van;79;384620
KOTA SURABAYA;KABUPATEN PASURUAN;Double Engkel Box;79;959500
KOTA SURABAYA;KABUPATEN PASURUAN;Double Engkel Pickup;79;959500
KOTA SURABAYA;KABUPATEN PASURUAN;CDD Long;79;1322500
KOTA SURABAYA;KABUPATEN PASURUAN;Small Box;79;427450
KOTA SURABAYA;KABUPATEN PASURUAN;L300 Box;79;487450
KOTA SURABAYA;KABUPATEN PASURUAN;Pickup;79;407230
KOTA SURABAYA;KABUPATEN PASURUAN;Fuso Box;79;1936000
KOTA SURABAYA;KABUPATEN PASURUAN;Fuso Bak;79;1936000
KOTA SURABAYA;KABUPATEN PASURUAN;Tronton Box;79;2549000
KOTA SURABAYA;KABUPATEN PASURUAN;Engkel Box;79;628550
KOTA SURABAYA;KABUPATEN PASURUAN;Engkel Pickup;79;719500
KOTA SURABAYA;KABUPATEN PASURUAN;Tronton Wing Box;79;2549000
KOTA SURABAYA;KABUPATEN PASURUAN;Tronton Bak;79;2549000
KOTA SURABAYA;KABUPATEN PATI;Ekonomi;235;826060
KOTA SURABAYA;KABUPATEN PATI;MPV;235;836060
KOTA SURABAYA;KABUPATEN PATI;Van;235;912560
KOTA SURABAYA;KABUPATEN PATI;Double Engkel Box;235;1653600
KOTA SURABAYA;KABUPATEN PATI;Double Engkel Pickup;235;1653600
KOTA SURABAYA;KABUPATEN PATI;CDD Long;235;2307165
KOTA SURABAYA;KABUPATEN PATI;Small Box;235;991835
KOTA SURABAYA;KABUPATEN PATI;L300 Box;235;1051835
KOTA SURABAYA;KABUPATEN PATI;Pickup;235;946525
KOTA SURABAYA;KABUPATEN PATI;Fuso Box;235;3123000
KOTA SURABAYA;KABUPATEN PATI;Fuso Bak;235;3123000
KOTA SURABAYA;KABUPATEN PATI;Tronton Box;235;3805000
KOTA SURABAYA;KABUPATEN PATI;Engkel Box;235;1318350
KOTA SURABAYA;KABUPATEN PATI;Engkel Pickup;235;1413600
KOTA SURABAYA;KABUPATEN PATI;Tronton Wing Box;235;3805000
KOTA SURABAYA;KABUPATEN PATI;Tronton Bak;235;3805000
KOTA SURABAYA;KABUPATEN PEKALONGAN;Ekonomi;431;1359384
KOTA SURABAYA;KABUPATEN PEKALONGAN;MPV;431;1369384
KOTA SURABAYA;KABUPATEN PEKALONGAN;Van;431;1500560
KOTA SURABAYA;KABUPATEN PEKALONGAN;Double Engkel Box;431;2377884
